class_type,title,alt_labels,description,skill_type,source
Skill,"manage data, information and digital content",,"Organise, store and retrieve data, information and content in digital environments. Organise and process them in a structured environment.",skill,ESCO
Skill,manage database,implement database theory,"Apply database design schemes and models, define data dependencies, use query languages and database management systems (DBMS) to develop and manage databases.",skill,ESCO
Skill,manage digital archives,maintain digital archives;manage digital archive;managing digital archives;oversee digital archives,"Create and maintain computer archives and databases, incorporating latest developments in electronic information storage technology.",skill,ESCO
Skill,manage digital documents,managing digital documents;manage digital files,"Manage various data formats and files by naming, publishing, transforming and sharing files and documents and transforming file formats.",skill,ESCO
Skill,manage digital identity,,"Create and manage one or multiple digital identities, be able to protect one's own reputation, deal with the data that one produces through several digital tools, environments and services.",skill,ESCO
Skill,manage digital libraries,managing digital libraries;coordinate digital libraries;manage a digital library;handle digital libraries,"Collect, manage and preserve for permanent access digital content and offer to targeted user communities specialised search and retrieval functionality.",skill,ESCO
Skill,manage disaster recovery plans,,"Prepare, test and execute, when necessary, a plan of action to retrieve or compensate lost information system data.",skill,ESCO
Skill,manage dispatch software systems;,oversee software systems used in dispatching;manage systems of dispatch software;manage dispatch software;administer dispatch software systems;perform dispatch software management activities;manage software systems used in dispatching;oversee dispatch software systems;manage computer programmes used in dispatching operations;oversee dispatch software;conduct dispatch software management activities;administer systems of dispatch software;oversee computer programmes used in dispatching operations,"Manage dispatch software systems to execute tasks such as work order generation, route planning, and other activities.",skill,ESCO
Skill,manage donor database,manage donor databases;create and update donor database;create and update donor databases;handle donor database;manage database of donors,Create and constantly update the database containing personal details and status of donors.,skill,ESCO
Skill,manage email hosting service,,"Oversee the day-to-day running of a private email platform by maintaining and refining provided services, such as spam and virus protection, blocking advertisement, website redesigns and search engine optimisation.",skill,ESCO
Skill,manage engineering project,managing engineering project;supervise engineering project;monitor engineering project;coordinate engineering project;manage engineering projects;managing engineering projects;oversee engineering project,"Manage engineering project resources, budget, deadlines, and human resources, and plan schedules as well as any technical activities pertinent to the project.",skill,ESCO
Skill,manage environmental impact,managing environmental impact;minimise environmental impact;managing of environmental impact;management of environmental impact;minimise environmental impact of mining;minimising environmental impact of mining;environmental impact management;minimising environmental impact,"Implement measures to minimise the biological, chemical and physical impacts of mining activity on the environment.",skill,ESCO
Skill,manage environmental impact of operations,manage operations impact on the environment;assess and monitor environmental impact;manage environmental impact;assess and monitor operations impact on the environment;environmental impact assessment and monitoring;environmental impact management,"Manage the interaction with and impact on the environment by companies. Identify and assess environmental impacts of the production process and related services, and regulate a reduction of the effects on the environment and on people. Organise action plans and monitor any indicators of improvement.",skill,ESCO
Skill,manage fisheries projects,manage fisheries protection projects;fisheries projects managing;marine conservation projects managing;managing marine conservation projects;marine conservation projects running;run marine conservation projects;managing fisheries projects;running marine conservation projects;manage marine conservation projects,Consult with contractors from both the governmental and private sectors in fisheries projects such as restoration efforts. Go over the proposed plans and provide expertise. Prepare applications for fisheries program grants. Provide technical assistance to civic fisheries projects. Study the impact of environmental changes on waters. Resolve complaints from the public. Prepare prescriptions to identify fisheries problems and recommend solutions.,skill,ESCO
Skill,manage ICT data architecture,define enterprise data architecture,"Oversee regulations and use ICT techniques to define the information systems architecture and to control data gathering, storing, consolidation, arrangement and usage in an organisation.",skill,ESCO
Skill,manage ICT data classification,,Oversee the classification system an organisation uses to organise its data. Assign an owner to each data concept or bulk of concepts and determine the value of each item of data.,skill,ESCO
Skill,manage ICT legacy implication,analyse legacy implication,"Oversee the transfer process from a legacy (an outdated system) to a current system by mapping, interfacing, migrating, documenting and transforming data.",skill,ESCO
